participant_id,pair_id,Prompt_Id,condition,construct,mean_score
R261,P1,P04,B,HL,5.0
R261,P1,P04,B,PI,2.5
R261,P2,P03,A,HL,3.0
R261,P2,P03,A,PI,4.5
R261,P2,P03,B,HL,5.0
R261,P2,P03,B,PI,4.0
R261,P3,P23,A,CMP,4.0
R261,P3,P23,A,CSAT,4.0
R261,P3,P23,A,PI,4.5
R261,P3,P23,B,CMP,5.0
R261,P3,P23,B,CSAT,4.0
R261,P3,P23,B,PI,5.0
R261,P4,P07,A,CMP,3.0
R261,P4,P07,A,CSAT,5.0
R261,P4,P07,A,PI,4.0
R261,P4,P07,B,CMP,2.0
R261,P4,P07,B,CSAT,4.0
R261,P4,P07,B,PI,5.0
R261,P5,P08,A,CSAT,3.0
R261,P5,P08,A,HL,4.0
R261,P5,P08,A,PI,3.0
R261,P5,P08,B,CSAT,4.0
R261,P5,P08,B,HL,3.0
R261,P5,P08,B,PI,3.0
R262,P1,P04,A,CMP,4.0
R262,P1,P04,A,HL,3.0
R262,P1,P04,A,PI,3.5
R262,P1,P04,B,CMP,3.0
R262,P1,P04,B,HL,5.0
R262,P1,P04,B,PI,4.0
R262,P2,P03,A,HL,5.0
R262,P2,P03,A,PI,5.0
R262,P2,P03,B,HL,4.0
R262,P2,P03,B,PI,5.0
R262,P3,P23,A,CMP,4.0
R262,P3,P23,A,CSAT,2.0
R262,P3,P23,A,PI,4.0
R262,P3,P23,B,CMP,5.0
R262,P3,P23,B,CSAT,3.0
R262,P3,P23,B,PI,3.0
R262,P4,P07,A,CMP,5.0
R262,P4,P07,A,CSAT,5.0
R262,P4,P07,A,PI,4.0
R262,P4,P07,B,CMP,2.0
R262,P4,P07,B,CSAT,5.0
R262,P4,P07,B,PI,4.0
R262,P5,P08,A,CSAT,5.0
R262,P5,P08,A,HL,4.0
R262,P5,P08,A,PI,4.5
R262,P5,P08,B,CSAT,5.0
R262,P5,P08,B,HL,5.0
R262,P5,P08,B,PI,4.0
R263,P1,P04,A,CMP,5.0
R263,P1,P04,A,HL,5.0
R263,P1,P04,A,PI,5.0
R263,P1,P04,B,CMP,4.0
R263,P1,P04,B,HL,3.0
R263,P1,P04,B,PI,3.5
R263,P2,P03,A,HL,5.0
R263,P2,P03,A,PI,3.5
R263,P2,P03,B,HL,4.0
R263,P2,P03,B,PI,3.0
R263,P3,P23,A,CMP,3.0
R263,P3,P23,A,CSAT,4.0
R263,P3,P23,A,PI,4.5
R263,P3,P23,B,CMP,5.0
R263,P3,P23,B,CSAT,3.0
R263,P3,P23,B,PI,3.5
R263,P4,P07,A,CMP,4.0
R263,P4,P07,A,CSAT,3.0
R263,P4,P07,A,PI,4.5
R263,P4,P07,B,CMP,2.0
R263,P4,P07,B,CSAT,3.0
R263,P4,P07,B,PI,4.0
R263,P5,P08,A,CSAT,4.0
R263,P5,P08,A,HL,4.0
R263,P5,P08,A,PI,5.0
R263,P5,P08,B,CSAT,5.0
R263,P5,P08,B,HL,5.0
R263,P5,P08,B,PI,3.5
R264,P1,P04,A,CMP,5.0
R264,P1,P04,A,HL,5.0
R264,P1,P04,A,PI,4.0
R264,P1,P04,B,CMP,5.0
R264,P1,P04,B,HL,4.0
R264,P1,P04,B,PI,4.5
R264,P2,P03,A,HL,5.0
R264,P2,P03,A,PI,4.5
R264,P2,P03,B,HL,3.0
R264,P2,P03,B,PI,4.0
R264,P3,P23,A,CMP,5.0
R264,P3,P23,A,CSAT,3.0
R264,P3,P23,A,PI,5.0
R264,P3,P23,B,CMP,2.0
R264,P3,P23,B,CSAT,3.0
R264,P3,P23,B,PI,4.0
R264,P4,P07,A,CMP,3.0
R264,P4,P07,A,CSAT,5.0
R264,P4,P07,A,PI,3.0
R264,P4,P07,B,CMP,3.0
R264,P4,P07,B,CSAT,5.0
R264,P4,P07,B,PI,3.0
R264,P5,P08,A,CSAT,5.0
R264,P5,P08,A,HL,5.0
R264,P5,P08,A,PI,4.5
R264,P5,P08,B,CSAT,5.0
R264,P5,P08,B,HL,4.0
R264,P5,P08,B,PI,4.0
R265,P1,P04,A,CMP,5.0
R265,P1,P04,A,HL,5.0
R265,P1,P04,A,PI,4.0
R265,P1,P04,B,CMP,3.0
R265,P1,P04,B,HL,3.0
R265,P1,P04,B,PI,3.0
R265,P2,P03,A,HL,4.0
R265,P2,P03,A,PI,4.0
R265,P2,P03,B,HL,3.0
R265,P2,P03,B,PI,4.5
R265,P3,P23,A,CMP,4.0
R265,P3,P23,A,CSAT,1.0
R265,P3,P23,A,PI,4.5
R265,P3,P23,B,CMP,4.0
R265,P3,P23,B,CSAT,5.0
R265,P3,P23,B,PI,4.5
R265,P4,P07,A,CMP,1.0
R265,P4,P07,A,CSAT,2.0
R265,P4,P07,A,PI,5.0
R265,P4,P07,B,CMP,2.0
R265,P4,P07,B,CSAT,2.0
R265,P4,P07,B,PI,4.5
R265,P5,P08,A,CSAT,2.0
R265,P5,P08,A,HL,2.0
R265,P5,P08,A,PI,4.5
R265,P5,P08,B,CSAT,3.0
R265,P5,P08,B,HL,4.0
R265,P5,P08,B,PI,3.5
R266,P1,P04,A,CMP,3.0
R266,P1,P04,A,HL,5.0
R266,P1,P04,A,PI,4.0
R266,P1,P04,B,CMP,4.0
R266,P1,P04,B,HL,4.0
R266,P1,P04,B,PI,4.0
R266,P2,P03,A,HL,3.0
R266,P2,P03,A,PI,4.0
R266,P2,P03,B,HL,4.0
R266,P2,P03,B,PI,5.0
R266,P3,P23,A,CMP,3.0
R266,P3,P23,A,CSAT,3.0
R266,P3,P23,A,PI,4.0
R266,P3,P23,B,CMP,5.0
R266,P3,P23,B,CSAT,5.0
R266,P3,P23,B,PI,4.5
R266,P4,P07,A,CMP,5.0
R266,P4,P07,A,CSAT,2.0
R266,P4,P07,A,PI,4.0
R266,P4,P07,B,CMP,4.0
R266,P4,P07,B,CSAT,5.0
R266,P4,P07,B,PI,3.5
R266,P5,P08,A,CSAT,5.0
R266,P5,P08,A,HL,3.0
R266,P5,P08,A,PI,4.0
R266,P5,P08,B,CSAT,3.0
R266,P5,P08,B,HL,4.0
R266,P5,P08,B,PI,4.0
R267,P1,P04,A,CMP,5.0
R267,P1,P04,A,HL,3.0
R267,P1,P04,A,PI,3.5
R267,P1,P04,B,CMP,3.0
R267,P1,P04,B,HL,5.0
R267,P1,P04,B,PI,4.0
R267,P2,P03,A,HL,5.0
R267,P2,P03,A,PI,4.0
R267,P2,P03,B,HL,4.0
R267,P2,P03,B,PI,5.0
R267,P3,P23,A,CMP,5.0
R267,P3,P23,A,CSAT,4.0
R267,P3,P23,A,PI,5.0
R267,P3,P23,B,CMP,5.0
R267,P3,P23,B,CSAT,3.0
R267,P3,P23,B,PI,4.5
R267,P4,P07,A,CMP,3.0
R267,P4,P07,A,CSAT,4.0
R267,P4,P07,A,PI,3.0
R267,P4,P07,B,CMP,4.0
R267,P4,P07,B,CSAT,5.0
R267,P4,P07,B,PI,3.5
R267,P5,P08,A,CSAT,3.0
R267,P5,P08,A,HL,5.0
R267,P5,P08,A,PI,4.5
R267,P5,P08,B,CSAT,4.0
R267,P5,P08,B,HL,3.0
R267,P5,P08,B,PI,3.5
R268,P1,P04,A,CMP,5.0
R268,P1,P04,A,HL,4.0
R268,P1,P04,A,PI,3.0
R268,P1,P04,B,CMP,3.0
R268,P1,P04,B,HL,5.0
R268,P1,P04,B,PI,4.0
R268,P2,P03,A,HL,3.0
R268,P2,P03,A,PI,4.5
R268,P2,P03,B,HL,4.0
R268,P2,P03,B,PI,5.0
R268,P3,P23,A,CMP,4.0
R268,P3,P23,A,CSAT,5.0
R268,P3,P23,A,PI,4.0
R268,P3,P23,B,CMP,3.0
R268,P3,P23,B,CSAT,3.0
R268,P3,P23,B,PI,3.5
R268,P4,P07,A,CMP,4.0
R268,P4,P07,A,CSAT,5.0
R268,P4,P07,A,PI,5.0
R268,P4,P07,B,CMP,3.0
R268,P4,P07,B,CSAT,3.0
R268,P4,P07,B,PI,5.0
R268,P5,P08,A,CSAT,4.0
R268,P5,P08,A,HL,4.0
R268,P5,P08,A,PI,3.5
R268,P5,P08,B,CSAT,5.0
R268,P5,P08,B,HL,5.0
R268,P5,P08,B,PI,3.0
R269,P1,P04,A,CMP,3.0
R269,P1,P04,A,HL,5.0
R269,P1,P04,A,PI,4.0
R269,P1,P04,B,CMP,5.0
R269,P1,P04,B,HL,5.0
R269,P1,P04,B,PI,2.5
R269,P2,P03,A,HL,5.0
R269,P2,P03,A,PI,4.0
R269,P2,P03,B,HL,1.0
R269,P2,P03,B,PI,4.0
R269,P3,P23,A,CMP,5.0
R269,P3,P23,A,CSAT,5.0
R269,P3,P23,A,PI,3.5
R269,P3,P23,B,CMP,5.0
R269,P3,P23,B,CSAT,5.0
R269,P3,P23,B,PI,5.0
R269,P4,P07,A,CMP,4.0
R269,P4,P07,A,CSAT,4.0
R269,P4,P07,A,PI,4.5
R269,P4,P07,B,CMP,4.0
R269,P4,P07,B,CSAT,5.0
R269,P4,P07,B,PI,2.0
R269,P5,P08,A,CSAT,3.0
R269,P5,P08,A,HL,4.0
R269,P5,P08,A,PI,5.0
R269,P5,P08,B,CSAT,5.0
R269,P5,P08,B,HL,5.0
R269,P5,P08,B,PI,2.5
R270,P1,P04,A,CMP,3.0
R270,P1,P04,A,HL,5.0
R270,P1,P04,A,PI,4.0
R270,P1,P04,B,CMP,5.0
R270,P1,P04,B,HL,5.0
R270,P1,P04,B,PI,3.5
R270,P2,P03,A,HL,3.0
R270,P2,P03,A,PI,4.0
R270,P2,P03,B,HL,5.0
R270,P2,P03,B,PI,5.0
R270,P3,P23,A,CMP,5.0
R270,P3,P23,A,CSAT,5.0
R270,P3,P23,A,PI,4.5
R270,P3,P23,B,CMP,3.0
R270,P3,P23,B,CSAT,3.0
R270,P3,P23,B,PI,4.5
R270,P4,P07,A,CMP,4.0
R270,P4,P07,A,CSAT,4.0
R270,P4,P07,A,PI,4.0
R270,P4,P07,B,CMP,2.0
R270,P4,P07,B,CSAT,5.0
R270,P4,P07,B,PI,4.5
R270,P5,P08,A,CSAT,5.0
R270,P5,P08,A,HL,3.0
R270,P5,P08,A,PI,5.0
R270,P5,P08,B,CSAT,5.0
R270,P5,P08,B,HL,3.0
R270,P5,P08,B,PI,4.0
R271,P1,P04,A,CMP,5.0
R271,P1,P04,A,HL,5.0
R271,P1,P04,A,PI,4.0
R271,P1,P04,B,CMP,5.0
R271,P1,P04,B,HL,3.0
R271,P1,P04,B,PI,5.0
R271,P2,P03,A,HL,4.0
R271,P2,P03,A,PI,5.0
R271,P2,P03,B,HL,5.0
R271,P2,P03,B,PI,5.0
R271,P3,P23,A,CMP,4.0
R271,P3,P23,A,CSAT,3.0
R271,P3,P23,A,PI,5.0
R271,P3,P23,B,CMP,4.0
R271,P3,P23,B,CSAT,3.0
R271,P3,P23,B,PI,4.0
R271,P4,P07,A,CMP,3.0
R271,P4,P07,A,CSAT,5.0
R271,P4,P07,A,PI,5.0
R271,P4,P07,B,CMP,3.0
R271,P4,P07,B,CSAT,4.0
R271,P4,P07,B,PI,4.5
R271,P5,P08,A,CSAT,2.0
R271,P5,P08,A,HL,4.0
R271,P5,P08,A,PI,5.0
R271,P5,P08,B,CSAT,3.0
R271,P5,P08,B,HL,3.0
R271,P5,P08,B,PI,3.0
R272,P1,P04,A,CMP,2.0
R272,P1,P04,A,HL,3.0
R272,P1,P04,A,PI,5.0
R272,P1,P04,B,CMP,4.0
R272,P1,P04,B,HL,3.0
R272,P1,P04,B,PI,3.0
R272,P2,P03,A,HL,3.0
R272,P2,P03,A,PI,4.5
R272,P2,P03,B,HL,4.0
R272,P2,P03,B,PI,4.0
R272,P3,P23,A,CMP,3.0
R272,P3,P23,A,CSAT,4.0
R272,P3,P23,A,PI,4.5
R272,P3,P23,B,CMP,5.0
R272,P3,P23,B,CSAT,3.0
R272,P3,P23,B,PI,4.5
R272,P4,P07,A,CMP,5.0
R272,P4,P07,A,CSAT,5.0
R272,P4,P07,A,PI,4.5
R272,P4,P07,B,CMP,2.0
R272,P4,P07,B,CSAT,3.0
R272,P4,P07,B,PI,3.0
R272,P5,P08,A,CSAT,5.0
R272,P5,P08,A,HL,2.0
R272,P5,P08,A,PI,3.5
R272,P5,P08,B,CSAT,5.0
R272,P5,P08,B,HL,5.0
R272,P5,P08,B,PI,5.0
R273,P1,P04,A,CMP,5.0
R273,P1,P04,A,HL,3.0
R273,P1,P04,A,PI,4.5
R273,P1,P04,B,CMP,2.0
R273,P1,P04,B,HL,4.0
R273,P1,P04,B,PI,3.5
R273,P2,P03,A,HL,2.0
R273,P2,P03,A,PI,5.0
R273,P2,P03,B,HL,4.0
R273,P2,P03,B,PI,3.0
R273,P3,P23,A,CMP,5.0
R273,P3,P23,A,CSAT,3.0
R273,P3,P23,A,PI,3.0
R273,P3,P23,B,CMP,5.0
R273,P3,P23,B,CSAT,3.0
R273,P3,P23,B,PI,5.0
R273,P4,P07,A,CMP,4.0
R273,P4,P07,A,CSAT,4.0
R273,P4,P07,A,PI,4.5
R273,P4,P07,B,CMP,3.0
R273,P4,P07,B,CSAT,4.0
R273,P4,P07,B,PI,4.5
R273,P5,P08,A,CSAT,4.0
R273,P5,P08,A,HL,4.0
R273,P5,P08,A,PI,4.5
R273,P5,P08,B,CSAT,4.0
R273,P5,P08,B,HL,5.0
R273,P5,P08,B,PI,4.0
R274,P1,P04,A,CMP,5.0
R274,P1,P04,A,HL,5.0
R274,P1,P04,A,PI,4.5
R274,P1,P04,B,CMP,5.0
R274,P1,P04,B,HL,4.0
R274,P1,P04,B,PI,4.5
R274,P2,P03,A,HL,4.0
R274,P2,P03,A,PI,3.0
R274,P2,P03,B,HL,5.0
R274,P2,P03,B,PI,5.0
R274,P3,P23,A,CMP,3.0
R274,P3,P23,A,CSAT,5.0
R274,P3,P23,A,PI,4.5
R274,P3,P23,B,CMP,4.0
R274,P3,P23,B,CSAT,5.0
R274,P3,P23,B,PI,4.5
R274,P4,P07,A,CMP,4.0
R274,P4,P07,A,CSAT,3.0
R274,P4,P07,A,PI,4.5
R274,P4,P07,B,CMP,2.0
R274,P4,P07,B,CSAT,5.0
R274,P4,P07,B,PI,4.5
R274,P5,P08,A,CSAT,3.0
R274,P5,P08,A,HL,4.0
R274,P5,P08,A,PI,5.0
R274,P5,P08,B,CSAT,5.0
R274,P5,P08,B,HL,4.0
R274,P5,P08,B,PI,4.5
R275,P1,P04,A,CMP,3.0
R275,P1,P04,A,HL,4.0
R275,P1,P04,A,PI,3.5
R275,P1,P04,B,CMP,4.0
R275,P1,P04,B,HL,5.0
R275,P1,P04,B,PI,3.5
R275,P2,P03,A,HL,4.0
R275,P2,P03,A,PI,4.5
R275,P2,P03,B,HL,5.0
R275,P2,P03,B,PI,4.5
R275,P3,P23,A,CMP,3.0
R275,P3,P23,A,CSAT,5.0
R275,P3,P23,A,PI,3.5
R275,P3,P23,B,CMP,1.0
R275,P3,P23,B,CSAT,4.0
R275,P3,P23,B,PI,4.0
R275,P4,P07,A,CMP,4.0
R275,P4,P07,A,CSAT,5.0
R275,P4,P07,A,PI,4.0
R275,P4,P07,B,CMP,2.0
R275,P4,P07,B,CSAT,5.0
R275,P4,P07,B,PI,4.5
R275,P5,P08,A,CSAT,5.0
R275,P5,P08,A,HL,2.0
R275,P5,P08,A,PI,4.5
R275,P5,P08,B,CSAT,3.0
R275,P5,P08,B,HL,4.0
R275,P5,P08,B,PI,3.5
R276,P1,P04,A,CMP,3.0
R276,P1,P04,A,HL,3.0
R276,P1,P04,A,PI,5.0
R276,P1,P04,B,CMP,4.0
R276,P1,P04,B,HL,3.0
R276,P1,P04,B,PI,4.5
R276,P2,P03,A,HL,4.0
R276,P2,P03,A,PI,4.0
R276,P2,P03,B,HL,4.0
R276,P2,P03,B,PI,3.0
R276,P3,P23,A,CMP,4.0
R276,P3,P23,A,CSAT,3.0
R276,P3,P23,A,PI,3.0
R276,P3,P23,B,CMP,5.0
R276,P3,P23,B,CSAT,5.0
R276,P3,P23,B,PI,4.5
R276,P4,P07,A,CMP,5.0
R276,P4,P07,A,CSAT,4.0
R276,P4,P07,A,PI,5.0
R276,P4,P07,B,CMP,2.0
R276,P4,P07,B,CSAT,5.0
R276,P4,P07,B,PI,4.5
R276,P5,P08,A,CSAT,4.0
R276,P5,P08,A,HL,4.0
R276,P5,P08,A,PI,4.0
R276,P5,P08,B,CSAT,5.0
R276,P5,P08,B,HL,5.0
R276,P5,P08,B,PI,5.0
R277,P1,P04,A,CMP,5.0
R277,P1,P04,A,HL,2.0
R277,P1,P04,A,PI,3.5
R277,P1,P04,B,CMP,4.0
R277,P1,P04,B,HL,4.0
R277,P1,P04,B,PI,5.0
R277,P2,P03,A,HL,3.0
R277,P2,P03,A,PI,4.0
R277,P2,P03,B,HL,5.0
R277,P2,P03,B,PI,4.0
R277,P3,P23,A,CMP,5.0
R277,P3,P23,A,CSAT,4.0
R277,P3,P23,A,PI,3.5
R277,P3,P23,B,CMP,3.0
R277,P3,P23,B,CSAT,4.0
R277,P3,P23,B,PI,4.0
R277,P4,P07,A,CMP,4.0
R277,P4,P07,A,CSAT,4.0
R277,P4,P07,A,PI,4.5
R277,P4,P07,B,CMP,4.0
R277,P4,P07,B,CSAT,5.0
R277,P4,P07,B,PI,3.5
R277,P5,P08,A,CSAT,4.0
R277,P5,P08,A,HL,3.0
R277,P5,P08,A,PI,5.0
R277,P5,P08,B,CSAT,3.0
R277,P5,P08,B,HL,5.0
R277,P5,P08,B,PI,4.0
R278,P1,P04,A,CMP,5.0
R278,P1,P04,A,HL,5.0
R278,P1,P04,A,PI,4.5
R278,P1,P04,B,CMP,4.0
R278,P1,P04,B,HL,4.0
R278,P1,P04,B,PI,2.5
R278,P2,P03,A,HL,4.0
R278,P2,P03,A,PI,4.5
R278,P2,P03,B,HL,1.0
R278,P2,P03,B,PI,4.5
R278,P3,P23,A,CMP,3.0
R278,P3,P23,A,CSAT,3.0
R278,P3,P23,A,PI,4.5
R278,P3,P23,B,CMP,5.0
R278,P3,P23,B,CSAT,4.0
R278,P3,P23,B,PI,3.5
R278,P4,P07,A,CMP,5.0
R278,P4,P07,A,CSAT,5.0
R278,P4,P07,A,PI,4.0
R278,P4,P07,B,CMP,4.0
R278,P4,P07,B,CSAT,5.0
R278,P4,P07,B,PI,4.0
R278,P5,P08,A,CSAT,4.0
R278,P5,P08,A,HL,4.0
R278,P5,P08,A,PI,5.0
R278,P5,P08,B,CSAT,3.0
R278,P5,P08,B,HL,4.0
R278,P5,P08,B,PI,4.5
R279,P1,P04,A,CMP,4.0
R279,P1,P04,A,HL,4.0
R279,P1,P04,A,PI,4.5
R279,P1,P04,B,CMP,4.0
R279,P1,P04,B,HL,4.0
R279,P1,P04,B,PI,5.0
R279,P2,P03,A,HL,4.0
R279,P2,P03,A,PI,3.0
R279,P2,P03,B,HL,3.0
R279,P2,P03,B,PI,4.5
R279,P3,P23,A,CMP,4.0
R279,P3,P23,A,CSAT,5.0
R279,P3,P23,A,PI,3.0
R279,P3,P23,B,CMP,5.0
R279,P3,P23,B,CSAT,5.0
R279,P3,P23,B,PI,4.0
R279,P4,P07,A,CMP,3.0
R279,P4,P07,A,CSAT,4.0
R279,P4,P07,A,PI,4.5
R279,P4,P07,B,CMP,4.0
R279,P4,P07,B,CSAT,5.0
R279,P4,P07,B,PI,5.0
R279,P5,P08,A,CSAT,5.0
R279,P5,P08,A,HL,4.0
R279,P5,P08,A,PI,3.5
R279,P5,P08,B,CSAT,5.0
R279,P5,P08,B,HL,5.0
R279,P5,P08,B,PI,4.0
R280,P1,P04,A,CMP,4.0
R280,P1,P04,A,HL,4.0
R280,P1,P04,A,PI,5.0
R280,P1,P04,B,CMP,5.0
R280,P1,P04,B,HL,5.0
R280,P1,P04,B,PI,2.0
R280,P2,P03,A,HL,2.0
R280,P2,P03,A,PI,5.0
R280,P2,P03,B,HL,4.0
R280,P2,P03,B,PI,4.5
R280,P3,P23,A,CMP,3.0
R280,P3,P23,A,CSAT,4.0
R280,P3,P23,A,PI,4.5
R280,P3,P23,B,CMP,5.0
R280,P3,P23,B,CSAT,3.0
R280,P3,P23,B,PI,4.0
R280,P4,P07,A,CMP,5.0
R280,P4,P07,A,CSAT,4.0
R280,P4,P07,A,PI,3.5
R280,P4,P07,B,CMP,2.0
R280,P4,P07,B,CSAT,3.0
R280,P4,P07,B,PI,3.0
R280,P5,P08,A,CSAT,5.0
R280,P5,P08,A,HL,5.0
R280,P5,P08,A,PI,4.5
R280,P5,P08,B,CSAT,5.0
R280,P5,P08,B,HL,4.0
R280,P5,P08,B,PI,3.0
R281,P1,P04,A,CMP,1.0
R281,P1,P04,A,HL,2.0
R281,P1,P04,A,PI,4.0
R281,P1,P04,B,CMP,4.0
R281,P1,P04,B,HL,5.0
R281,P1,P04,B,PI,3.0
R281,P2,P03,A,HL,5.0
R281,P2,P03,A,PI,4.5
R281,P2,P03,B,HL,5.0
R281,P2,P03,B,PI,2.5
R281,P3,P23,A,CMP,5.0
R281,P3,P23,A,CSAT,4.0
R281,P3,P23,A,PI,3.5
R281,P3,P23,B,CMP,5.0
R281,P3,P23,B,CSAT,3.0
R281,P3,P23,B,PI,4.5
R281,P4,P07,A,CMP,3.0
R281,P4,P07,A,CSAT,3.0
R281,P4,P07,A,PI,5.0
R281,P4,P07,B,CMP,3.0
R281,P4,P07,B,CSAT,5.0
R281,P4,P07,B,PI,3.0
R281,P5,P08,A,CSAT,3.0
R281,P5,P08,A,HL,4.0
R281,P5,P08,A,PI,4.5
R281,P5,P08,B,CSAT,4.0
R281,P5,P08,B,HL,5.0
R281,P5,P08,B,PI,4.0
R282,P1,P04,A,CMP,4.0
R282,P1,P04,A,HL,5.0
R282,P1,P04,A,PI,4.5
R282,P1,P04,B,CMP,4.0
R282,P1,P04,B,HL,5.0
R282,P1,P04,B,PI,3.5
R282,P2,P03,A,HL,4.0
R282,P2,P03,A,PI,4.5
R282,P2,P03,B,HL,5.0
R282,P2,P03,B,PI,5.0
R282,P3,P23,A,CMP,5.0
R282,P3,P23,A,CSAT,5.0
R282,P3,P23,A,PI,4.5
R282,P3,P23,B,CMP,5.0
R282,P3,P23,B,CSAT,5.0
R282,P3,P23,B,PI,4.5
R282,P4,P07,A,CMP,5.0
R282,P4,P07,A,CSAT,5.0
R282,P4,P07,A,PI,4.5
R282,P4,P07,B,CMP,3.0
R282,P4,P07,B,CSAT,5.0
R282,P4,P07,B,PI,4.5
R282,P5,P08,A,CSAT,2.0
R282,P5,P08,A,HL,3.0
R282,P5,P08,A,PI,4.5
R282,P5,P08,B,CSAT,3.0
R282,P5,P08,B,HL,3.0
R282,P5,P08,B,PI,2.5
R283,P1,P04,A,CMP,5.0
R283,P1,P04,A,HL,5.0
R283,P1,P04,A,PI,4.0
R283,P1,P04,B,CMP,3.0
R283,P1,P04,B,HL,3.0
R283,P1,P04,B,PI,4.0
R283,P2,P03,A,HL,4.0
R283,P2,P03,A,PI,4.5
R283,P2,P03,B,HL,5.0
R283,P2,P03,B,PI,4.0
R283,P3,P23,A,CMP,5.0
R283,P3,P23,A,CSAT,4.0
R283,P3,P23,A,PI,4.0
R283,P3,P23,B,CMP,5.0
R283,P3,P23,B,CSAT,4.0
R283,P3,P23,B,PI,3.5
R283,P4,P07,A,CMP,1.0
R283,P4,P07,A,CSAT,3.0
R283,P4,P07,A,PI,4.0
R283,P4,P07,B,CMP,4.0
R283,P4,P07,B,CSAT,4.0
R283,P4,P07,B,PI,3.0
R283,P5,P08,A,CSAT,4.0
R283,P5,P08,A,HL,5.0
R283,P5,P08,A,PI,4.0
R283,P5,P08,B,CSAT,5.0
R283,P5,P08,B,HL,5.0
R283,P5,P08,B,PI,3.5
R284,P1,P04,A,CMP,5.0
R284,P1,P04,A,HL,4.0
R284,P1,P04,A,PI,4.5
R284,P1,P04,B,CMP,5.0
R284,P1,P04,B,HL,5.0
R284,P1,P04,B,PI,3.0
R284,P2,P03,A,HL,5.0
R284,P2,P03,A,PI,4.5
R284,P2,P03,B,HL,4.0
R284,P2,P03,B,PI,4.5
R284,P3,P23,A,CMP,3.0
R284,P3,P23,A,CSAT,3.0
R284,P3,P23,A,PI,3.5
R284,P3,P23,B,CMP,4.0
R284,P3,P23,B,CSAT,3.0
R284,P3,P23,B,PI,4.5
R284,P4,P07,A,CMP,4.0
R284,P4,P07,A,CSAT,4.0
R284,P4,P07,A,PI,4.0
R284,P4,P07,B,CMP,3.0
R284,P4,P07,B,CSAT,5.0
R284,P4,P07,B,PI,4.0
R284,P5,P08,A,CSAT,4.0
R284,P5,P08,A,HL,4.0
R284,P5,P08,A,PI,4.0
R284,P5,P08,B,CSAT,3.0
R284,P5,P08,B,HL,5.0
R284,P5,P08,B,PI,3.5
R285,P1,P04,A,CMP,3.0
R285,P1,P04,A,HL,4.0
R285,P1,P04,A,PI,4.0
R285,P1,P04,B,CMP,5.0
R285,P1,P04,B,HL,5.0
R285,P1,P04,B,PI,5.0
R285,P2,P03,A,HL,5.0
R285,P2,P03,A,PI,4.0
R285,P2,P03,B,HL,5.0
R285,P2,P03,B,PI,4.0
R285,P3,P23,A,CMP,5.0
R285,P3,P23,A,CSAT,4.0
R285,P3,P23,A,PI,4.5
R285,P3,P23,B,CMP,4.0
R285,P3,P23,B,CSAT,4.0
R285,P3,P23,B,PI,4.5
R285,P4,P07,A,CMP,5.0
R285,P4,P07,A,CSAT,5.0
R285,P4,P07,A,PI,4.0
R285,P4,P07,B,CMP,3.0
R285,P4,P07,B,CSAT,4.0
R285,P4,P07,B,PI,3.0
R285,P5,P08,A,CSAT,4.0
R285,P5,P08,A,HL,1.0
R285,P5,P08,A,PI,3.5
R285,P5,P08,B,CSAT,4.0
R285,P5,P08,B,HL,5.0
R285,P5,P08,B,PI,4.0
R286,P1,P04,A,CMP,3.0
R286,P1,P04,A,HL,2.0
R286,P1,P04,A,PI,5.0
R286,P1,P04,B,CMP,5.0
R286,P1,P04,B,HL,5.0
R286,P1,P04,B,PI,4.5
R286,P2,P03,A,HL,3.0
R286,P2,P03,A,PI,5.0
R286,P2,P03,B,HL,3.0
R286,P2,P03,B,PI,3.5
R286,P3,P23,A,CMP,5.0
R286,P3,P23,A,CSAT,4.0
R286,P3,P23,A,PI,4.5
R286,P3,P23,B,CMP,5.0
R286,P3,P23,B,CSAT,3.0
R286,P3,P23,B,PI,4.0
R286,P4,P07,A,CMP,5.0
R286,P4,P07,A,CSAT,4.0
R286,P4,P07,A,PI,4.0
R286,P4,P07,B,CMP,2.0
R286,P4,P07,B,CSAT,5.0
R286,P4,P07,B,PI,4.0
R286,P5,P08,A,CSAT,3.0
R286,P5,P08,A,HL,4.0
R286,P5,P08,A,PI,4.5
R286,P5,P08,B,CSAT,5.0
R286,P5,P08,B,HL,5.0
R286,P5,P08,B,PI,4.5
R287,P1,P04,A,CMP,5.0
R287,P1,P04,A,HL,4.0
R287,P1,P04,A,PI,4.5
R287,P1,P04,B,CMP,5.0
R287,P1,P04,B,HL,4.0
R287,P1,P04,B,PI,3.5
R287,P2,P03,A,HL,4.0
R287,P2,P03,A,PI,3.0
R287,P2,P03,B,HL,5.0
R287,P2,P03,B,PI,5.0
R287,P3,P23,A,CMP,5.0
R287,P3,P23,A,CSAT,4.0
R287,P3,P23,A,PI,4.0
R287,P3,P23,B,CMP,5.0
R287,P3,P23,B,CSAT,3.0
R287,P3,P23,B,PI,5.0
R287,P4,P07,A,CMP,5.0
R287,P4,P07,A,CSAT,3.0
R287,P4,P07,A,PI,4.5
R287,P4,P07,B,CMP,2.0
R287,P4,P07,B,CSAT,5.0
R287,P4,P07,B,PI,4.5
R287,P5,P08,A,CSAT,4.0
R287,P5,P08,A,HL,5.0
R287,P5,P08,A,PI,5.0
